Id,BackendName,NameAr,NameEn,DescriptionAr,DescriptionEn,DisplayOrder,ParentId
5E7A14B4-6733-4477-8E95-FD49EA9612BA,5E7A14B4-6733-4477-8E95-FD49EA9612BA~Aural & oral sciences,العلوم السمعية والشفوية,Aural & oral sciences,"","",33,
2E16E0DA-608E-4B96-B9D7-B000923DF19C,2E16E0DA-608E-4B96-B9D7-B000923DF19C~Forensic & archaeological sciences,العلوم الشرعية والآثارية,Forensic & archaeological sciences,"","",34,
6C88BD41-F46D-4BE7-873E-FEE8F8731703,6C88BD41-F46D-4BE7-873E-FEE8F8731703~Naval architecture,العمارة البحرية,Naval architecture,"","",35,
C73D8BF3-FB18-4B10-931F-26B0B3A7CE2A,C73D8BF3-FB18-4B10-931F-26B0B3A7CE2A~Social work,العمل الاجتماعي,Social work,"","",36,
820CF2C6-3F0D-48EE-B176-4F5B6267053B,820CF2C6-3F0D-48EE-B176-4F5B6267053B~Forestry & arboriculture,الغابات والتشجير,Forestry & arboriculture,"","",37,
8947863D-C8BC-4697-A114-8918F4241B58,8947863D-C8BC-4697-A114-8918F4241B58~Fine art,الفنون الجميلة,Fine art,"","",38,
79BED130-E352-4C2F-A2AB-DFC8239151C0,79BED130-E352-4C2F-A2AB-DFC8239151C0~Physics,الفيزياء,Physics,"","",39,
57E7370E-497B-4BD3-9E14-CF574151EB6F,57E7370E-497B-4BD3-9E14-CF574151EB6F~Law by area,القانون حسب المنطقة,Law by area,"","",40,
4F74D66E-F94C-4215-8EE6-20D8B2A0D2DE,4F74D66E-F94C-4215-8EE6-20D8B2A0D2DE~Law by topic,القانون حسب الموضوع,Law by topic,"","",41,
296095D5-CE94-4C64-A4E1-B47E8C24BCED,296095D5-CE94-4C64-A4E1-B47E8C24BCED~Imaginative writing,الكتابة الخيالية,Imaginative writing,"","",42,
7E272DDE-3A15-43D0-AD21-1800E8A9A48B,7E272DDE-3A15-43D0-AD21-1800E8A9A48B~Theology & religious studies,اللاهوت والدراسات الدينية,Theology & religious studies,"","",43,
A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA~Languages and Linguistics,اللغات واللغويات,Languages and Linguistics,"","",44,
247CBB3D-F6E3-4B29-A756-3506F4E20E22,247CBB3D-F6E3-4B29-A756-3506F4E20E22~Computer generated visual & audio effects,المؤثرات المرئية والصوتية التي تم إنشاؤها بواسطة الكمبيوتر,Computer generated visual & audio effects,"","",45,
7AE3CD27-7536-4DC4-A8CF-0F85D2ED3C98,7AE3CD27-7536-4DC4-A8CF-0F85D2ED3C98~Health informatics,المعلوماتية الصحية,Health informatics,"","",46,
5E0CFB10-3F40-44DE-BB4B-DBCCEF779F34,5E0CFB10-3F40-44DE-BB4B-DBCCEF779F34~Electronic & electrical engineering,الهندسة الإلكترونية والكهربائية,Electronic & electrical engineering,"","",47,
A4E63C31-2522-498F-A2D1-160A4DE0C61F,A4E63C31-2522-498F-A2D1-160A4DE0C61F~General engineering,الهندسة العامة,General engineering,"","",48,
26647CD5-C4EA-4A04-AB6B-CA0CD29794E8,"26647CD5-C4EA-4A04-AB6B-CA0CD29794E8~Chemical, process & energy engineering",الهندسة الكيميائية والعمليات والطاقة,"Chemical, process & energy engineering","","",49,
57DEE9CC-7922-460E-8A7C-BED321E792D7,57DEE9CC-7922-460E-8A7C-BED321E792D7~Civil engineering,الهندسة المدنية,Civil engineering,"","",50,
7AC72166-ABD1-47B7-88C5-BC63F6C17435,7AC72166-ABD1-47B7-88C5-BC63F6C17435~Architectural Engineering,الهندسة المعمارية,Architectural Engineering,"","",51,
5DB7DE56-F67A-48CD-9089-46FB4E84D197,5DB7DE56-F67A-48CD-9089-46FB4E84D197~Mechanical engineering,الهندسة الميكانيكية,Mechanical engineering,"","",52,
0EDE5489-BDF4-4838-9C6C-4E39B0B00E06,0EDE5489-BDF4-4838-9C6C-4E39B0B00E06~General Education Programs,برامج التعليم العام,General Education Programs,"","",53,
927C60FE-2C0B-45F1-ACA4-06CD3A5D7EB7,927C60FE-2C0B-45F1-ACA4-06CD3A5D7EB7~Social Skills Programs,برامج المهارات الاجتماعية,Social Skills Programs,"","",54,
615C7CC3-4C76-416D-8FF3-E317000E045D,615C7CC3-4C76-416D-8FF3-E317000E045D~Employment Skills Programs,برامج مهارات التوظيف,Employment Skills Programs,"","",55,
89798286-4261-9056-4345-838957121837,89798286-4261-9056-4345-838957121837~Academic Bridge Program,برنامج الجسر الأكاديمي,Academic Bridge Program,"","",56,
91E66B15-E39A-4A1C-B74B-357EA365F7AC,91E66B15-E39A-4A1C-B74B-357EA365F7AC~Architecture,بنيان,Architecture,"","",57,
BDE37404-BF32-4148-B8C6-CB6DCDF96EE9,BDE37404-BF32-4148-B8C6-CB6DCDF96EE9~History,تاريخ,History,"","",58,
43817EFA-BADD-419E-8D15-1E388A7AB85F,43817EFA-BADD-419E-8D15-1E388A7AB85F~Marketing,تسويق,Marketing,"","",59,
EFE759D4-60B8-4FC8-AEC6-F25147373EC1,EFE759D4-60B8-4FC8-AEC6-F25147373EC1~Landscape & garden design,تصميم المناظر الطبيعية والحدائق,Landscape & garden design,"","",60,
6CB67E60-E96A-4EF1-85E6-FBFDCA9460E9,6CB67E60-E96A-4EF1-85E6-FBFDCA9460E9~Teacher Education,تعليم المعلمين,Teacher Education,"","",61,
E1A5C391-DBA7-4699-991A-BB694B098B78,E1A5C391-DBA7-4699-991A-BB694B098B78~Nutrition,تَغذِيَة,Nutrition,"","",62,
ABD5340D-2F60-4C2A-ADBF-13D43BE28E62,ABD5340D-2F60-4C2A-ADBF-13D43BE28E62~Minerals technology,تكنولوجيا المعادن,Minerals technology,"","",63,
DB3CECA1-2BA6-41B7-9A3E-D89D368AE44F,DB3CECA1-2BA6-41B7-9A3E-D89D368AE44F~Materials technology,تكنولوجيا المواد,Materials technology,"","",64,
CE505D71-B5F7-494E-AB4D-BDE190745D96,CE505D71-B5F7-494E-AB4D-BDE190745D96~Nursing,تمريض,Nursing,"","",65,
9589CFD6-4CBF-4FA8-B1EC-ABC0BF11F7EC,9589CFD6-4CBF-4FA8-B1EC-ABC0BF11F7EC~Finance,تمويل,Finance,"","",66,
FC71437F-9178-4500-8DD9-4D416565B168,FC71437F-9178-4500-8DD9-4D416565B168~Information services,خدمات المعلومات,Information services,"","",67,
1B51EA47-B126-41D6-98EC-8DFDD5B54492,1B51EA47-B126-41D6-98EC-8DFDD5B54492~Comparative literary studies,دراسات أدبية مقارنة,Comparative literary studies,"","",68,
56ABF249-06C6-4AC0-91F3-E2586E3E3C0E,56ABF249-06C6-4AC0-91F3-E2586E3E3C0E~Media studies,دراسات إعلامية,Media studies,"","",69,
6075F702-3633-401F-9F28-5B4C802FA648,6075F702-3633-401F-9F28-5B4C802FA648~Management studies,دراسات الإدارة,Management studies,"","",70,
D87DD58D-7913-468E-84D3-BA1DC077D6AA,D87DD58D-7913-468E-84D3-BA1DC077D6AA~Food & beverage studies,دراسات الأغذية والمشروبات,Food & beverage studies,"","",71,
A158CEFA-5D2C-46EF-BC48-12DE95A564AE,A158CEFA-5D2C-46EF-BC48-12DE95A564AE~Heritage studies,دراسات التراث,Heritage studies,"","",72,
98726A46-0BA8-437A-AA93-EEA10F29C04F,98726A46-0BA8-437A-AA93-EEA10F29C04F~Design studies,دراسات التصميم,Design studies,"","",73,
1A8C8C00-EB48-495B-A42F-24AC73E2C37B,1A8C8C00-EB48-495B-A42F-24AC73E2C37B~Development studies,دراسات التنمية,Development studies,"","",74,
C87EA065-F33A-43EB-A226-AF698EF92F60,C87EA065-F33A-43EB-A226-AF698EF92F60~Publicity studies,دراسات الدعاية,Publicity studies,"","",75,
42572058-C798-4E0F-A9D2-58E3B2926C85,"42572058-C798-4E0F-A9D2-58E3B2926C85~Middle East, Asian and African studies",دراسات الشرق الأوسط وآسيا وأفريقيا,"Middle East, Asian and African studies","","",76,
9DC4E9B8-2144-47A2-8747-B05E7596D29D,9DC4E9B8-2144-47A2-8747-B05E7596D29D~Curriculum and Education Studies,دراسات المناهج والتربية,Curriculum and Education Studies,"","",77,
27F76109-CE90-4F0B-A56C-AE5943612575,27F76109-CE90-4F0B-A56C-AE5943612575~Drama,دراما,Drama,"","",78,
9D89556F-9EE5-4D31-9883-6A16F8EF09DE,9D89556F-9EE5-4D31-9883-6A16F8EF09DE~Agriculture,زراعة,Agriculture,"","",79,
C3022B9C-4CFB-4E3E-AFE6-897C73A1036E,C3022B9C-4CFB-4E3E-AFE6-897C73A1036E~Politics,سياسة,Politics,"","",80,
812031F3-25A5-4F12-ACB7-D850D8E73358,812031F3-25A5-4F12-ACB7-D850D8E73358~Ophthalmics,طب العيون,Ophthalmics,"","",81,
BAE3B5D3-F58F-4607-A5FB-49ABD245282E,BAE3B5D3-F58F-4607-A5FB-49ABD245282E~Biology,علم الأحياء,Biology,"","",82,
9234841C-6F26-4470-963E-8594BC2CF961,9234841C-6F26-4470-963E-8594BC2CF961~Microbiology,علم الأحياء الدقيقة,Microbiology,"","",83,
97EA1354-7504-4C00-B170-E993193B678E,97EA1354-7504-4C00-B170-E993193B678E~Sociology,علم الاجتماع,Sociology,"","",84,
F0D691B4-D2C4-433E-A45D-BAF5B1D1A9AE,F0D691B4-D2C4-433E-A45D-BAF5B1D1A9AE~Science of aquatic & terrestrial environments,علم البيئات المائية والبرية,Science of aquatic & terrestrial environments,"","",85,
44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007~Animal science,علم الحيوان,Animal science,"","",86,
8EEFC790-92F6-4472-94B8-8F02D0F07688,8EEFC790-92F6-4472-94B8-8F02D0F07688~Sport & exercise science,علم الرياضة والتمرين,Sport & exercise science,"","",87,
9ADB06D0-05C3-4C11-9CC1-41ABE36205E7,9ADB06D0-05C3-4C11-9CC1-41ABE36205E7~Metallurgy,علم المعادن,Metallurgy,"","",88,
439297D9-7501-457E-BB66-ECB4DA68D9B9,439297D9-7501-457E-BB66-ECB4DA68D9B9~Materials science,علم المواد,Materials science,"","",89,
114C82E2-3F3A-4B10-97B8-7EFFD801A55F,114C82E2-3F3A-4B10-97B8-7EFFD801A55F~Botany,علم النبات,Botany,"","",90,
0BA9E910-CF12-4040-B5FC-6D18F9A6D765,0BA9E910-CF12-4040-B5FC-6D18F9A6D765~Psychology,علم النفس,Psychology,"","",91,
52BC99F6-76CC-4C90-9A98-4603E9DF2FF1,52BC99F6-76CC-4C90-9A98-4603E9DF2FF1~Genetics,علم الوراثة,Genetics,"","",92,
46364BE2-BEB2-4B59-B263-23D8CA421126,46364BE2-BEB2-4B59-B263-23D8CA421126~Computer science,علوم الكمبيوتر,Computer science,"","",93,
AF7BBC76-E253-457C-931F-1E6AD491DE55,AF7BBC76-E253-457C-931F-1E6AD491DE55~Philosophy,فلسفة,Philosophy,"","",94,
B1BDE659-5A76-41D5-A0C6-4A2FB34444A2,B1BDE659-5A76-41D5-A0C6-4A2FB34444A2~Chemistry,كيمياء,Chemistry,"","",95,
48B330C5-9720-4A8F-8C43-E5D0902BD193,48B330C5-9720-4A8F-8C43-E5D0902BD193~Building,مبنى,Building,"","",96,
56463547-1778-6080-6803-396575136009,56463547-1778-6080-6803-396575136009~Multidisciplinary and Interdisciplinary_Track-Crea,متعدد التخصصات والمجالات - مسار الإبداع,Multidisciplinary and Interdisciplinary_Track-Crea,"","",97,
28486045-6425-5050-7815-459339547780,28486045-6425-5050-7815-459339547780~Multidisciplinary and Interdisciplinary_Track-Edu,متعدد التخصصات والمجالات - مسار التربية,Multidisciplinary and Interdisciplinary_Track-Edu,"","",98,
72039078-5123-8018-7821-976435904294,72039078-5123-8018-7821-976435904294~Multidisciplinary and Interdisciplinary_Track-Diploma,متعدد التخصصات والمجالات - مسار الدبلوم,Multidisciplinary and Interdisciplinary_Track-Diploma,"","",99,
23651629-2061-4272-8787-614299778765,23651629-2061-4272-8787-614299778765~Multidisciplinary and Interdisciplinary_Track-Sport,متعدد التخصصات والمجالات - مسار الرياضة,Multidisciplinary and Interdisciplinary_Track-Sport,"","",100,
14702637-5298-9375-6717-257512837849,14702637-5298-9375-6717-257512837849~Multidisciplinary and Interdisciplinary_Track-Health,متعدد التخصصات والمجالات - مسار الصحة,Multidisciplinary and Interdisciplinary_Track-Health,"","",101,
53068239-3437-9508-3860-820022132875,53068239-3437-9508-3860-820022132875~Multidisciplinary and Interdisciplinary_Track-Soc,متعدد التخصصات والمجالات - مسار العلوم الاجتماعية,Multidisciplinary and Interdisciplinary_Track-Soc,"","",102,
EF4B99A8-A131-49EB-A044-14B5F227BDC9,EF4B99A8-A131-49EB-A044-14B5F227BDC9~Multidisciplinary and Interdisciplinary,متعددة التخصصات ومتعددة التخصصات,Multidisciplinary and Interdisciplinary,"","",103,
FE8830F7-D320-422C-90BE-2593BB1B9B89,FE8830F7-D320-422C-90BE-2593BB1B9B89~Accounting,محاسبة,Accounting,"","",104,
66163734-4185-2658-2649-732820117889,66163734-4185-2658-2649-732820117889~Missing,مفقود,Missing,"","",105,
E9281E81-96F0-474B-B6D4-9F264FC2FC72,E9281E81-96F0-474B-B6D4-9F264FC2FC72~Office skills,مهارات مكتبية,Office skills,"","",106,
EABC0146-B80D-473D-AB47-623C38EC444B,EABC0146-B80D-473D-AB47-623C38EC444B~Music,موسيقى,Music,"","",107,
383EA2CE-3E59-4BF5-8235-55F536223D6C,383EA2CE-3E59-4BF5-8235-55F536223D6C~Publishing,نشر,Publishing,"","",108,
A5B2B263-AAB5-47BD-9063-CB304465E7BE,A5B2B263-AAB5-47BD-9063-CB304465E7BE~Information systems,نظم المعلومات,Information systems,"","",109,
DCE3BC7D-8DCC-4D1B-9025-8CAB4E847E41,DCE3BC7D-8DCC-4D1B-9025-8CAB4E847E41~Production & manufacturing engineering,هندسة الإنتاج والتصنيع,Production & manufacturing engineering,"","",110,
92B1806A-2E2D-421A-92DB-344E1CA3E34A,92B1806A-2E2D-421A-92DB-344E1CA3E34A~Software engineering,هندسة البرمجيات,Software engineering,"","",111,
413C8F0F-01A1-4339-B3A5-A42C2989B803,413C8F0F-01A1-4339-B3A5-A42C2989B803~Aerospace engineering and Technology,هندسة وتكنولوجيا الفضاء الجوي,Aerospace engineering and Technology,"","",112,
1445B371-EACD-45A1-8ACA-2318DF9F9893,1445B371-EACD-45A1-8ACA-2318DF9F9893~Others in technology,وآخرون في التكنولوجيا,Others in technology,"","",113,
F0986833-4BE7-4B76-91B6-356BDA766CE1,F0986833-4BE7-4B76-91B6-356BDA766CE1~Others in Engineering,وآخرون في الهندسة,Others in Engineering,"","",114,
E35FB37B-2402-4603-9776-33D0D4848B9B,E35FB37B-2402-4603-9776-33D0D4848B9B~Others in subjects allied to medicine,وآخرون في مواضيع مرتبطة بالطب,Others in subjects allied to medicine,"","",115,
03788910-ACD3-40D3-938C-0B7B03A7416A,03788910-ACD3-40D3-938C-0B7B03A7416A~Health Communication ,الاتصالات الصحية,Health Communication ,"","",116,E18A0B1B-F30C-4440-98F8-038A56BDF360
06936E36-50DF-4811-A58C-48BF0D8BDA58,06936E36-50DF-4811-A58C-48BF0D8BDA58~Health Education for Diabetes,التثقيف الصحي لمرض السكري,Health Education for Diabetes,"","",117,E18A0B1B-F30C-4440-98F8-038A56BDF360
0E0058E8-D788-47FB-859B-98F6052C925B,0E0058E8-D788-47FB-859B-98F6052C925B~Global Health,الصحة العالمية,Global Health,"","",118,E18A0B1B-F30C-4440-98F8-038A56BDF360
6318A388-408B-4670-9D97-AC85F4447AB0,6318A388-408B-4670-9D97-AC85F4447AB0~Health Promotion,تعزيز الصحة,Health Promotion,"","",119,E18A0B1B-F30C-4440-98F8-038A56BDF360
03CB4246-B942-46FD-ACE2-41FD01D70084,03CB4246-B942-46FD-ACE2-41FD01D70084~Maternal and Child Health.,صحة الأم والطفل,Maternal and Child Health.,"","",120,E18A0B1B-F30C-4440-98F8-038A56BDF360
B3520366-472C-4323-9ECD-BA8B2B76F8C7,B3520366-472C-4323-9ECD-BA8B2B76F8C7~Community Health,صحة المجتمع,Community Health,"","",121,E18A0B1B-F30C-4440-98F8-038A56BDF360
721E6889-8DC1-4672-8859-55313C00226F,721E6889-8DC1-4672-8859-55313C00226F~Women’s Health,صحة المرأة,Women’s Health,"","",122,E18A0B1B-F30C-4440-98F8-038A56BDF360
0F489B7C-6375-42CA-9D1C-E72C0CC55D85,0F489B7C-6375-42CA-9D1C-E72C0CC55D85~Public Health,صحة عامة,Public Health,"","",123,E18A0B1B-F30C-4440-98F8-038A56BDF360
E30423FA-1C80-4A3A-9F4D-841B1C90E1AD,E30423FA-1C80-4A3A-9F4D-841B1C90E1AD~Epidemiology,علم الأوبئة,Epidemiology,"","",124,E18A0B1B-F30C-4440-98F8-038A56BDF360
097EFFA9-A647-4EF9-AA22-D2CF0F0C213A,097EFFA9-A647-4EF9-AA22-D2CF0F0C213A~Applied Anatomy,التشريح التطبيقي,Applied Anatomy,"","",125,A038E0EA-4410-40C2-9FAB-039786715382
2B299E15-CA5A-4E85-B804-CE0AFDD8D3D1,"2B299E15-CA5A-4E85-B804-CE0AFDD8D3D1~Anatomy, physiology & pathology",التشريح وعلم وظائف الأعضاء وعلم الأمراض,"Anatomy, physiology & pathology","","",126,A038E0EA-4410-40C2-9FAB-039786715382
0A7BB45B-D1DF-4D9D-8F6E-D7E6091DB64E,0A7BB45B-D1DF-4D9D-8F6E-D7E6091DB64E~Nuclear Medicine,الطب النووي,Nuclear Medicine,"","",127,A038E0EA-4410-40C2-9FAB-039786715382
77D4BB99-F414-4B96-BB2B-AE3494B42FB5,77D4BB99-F414-4B96-BB2B-AE3494B42FB5~Physiotherapy,العلاج الطبيعي,Physiotherapy,"","",128,A038E0EA-4410-40C2-9FAB-039786715382
09B3E3CC-8303-4E0F-A486-283402134414,09B3E3CC-8303-4E0F-A486-283402134414~Physiotherapy and rehabilitation,العلاج الطبيعي وإعادة التأهيل,Physiotherapy and rehabilitation,"","",129,A038E0EA-4410-40C2-9FAB-039786715382
0DA40289-50F3-4F49-9419-694B05C265BA,0DA40289-50F3-4F49-9419-694B05C265BA~Endocrinology and Metabolism,الغدد الصماء والأيض,Endocrinology and Metabolism,"","",130,A038E0EA-4410-40C2-9FAB-039786715382
2715B5F2-2638-449A-ACA3-7FADC065DEBF,2715B5F2-2638-449A-ACA3-7FADC065DEBF~Clinical physiology,الفسيولوجيا السريرية,Clinical physiology,"","",131,A038E0EA-4410-40C2-9FAB-039786715382
4B63D4D8-6B94-4519-81AF-A56B42A1E559,4B63D4D8-6B94-4519-81AF-A56B42A1E559~Anatomy,تشريح,Anatomy,"","",132,A038E0EA-4410-40C2-9FAB-039786715382
04F7FF1F-04FB-47FE-8E2D-6F2E015D4633,04F7FF1F-04FB-47FE-8E2D-6F2E015D4633~Family Medicine,طب الأسرة,Family Medicine,"","",133,A038E0EA-4410-40C2-9FAB-039786715382
0B681A66-4083-4F31-9E45-B4140712FD49,0B681A66-4083-4F31-9E45-B4140712FD49~Oral Medicine,طب الفم,Oral Medicine,"","",134,A038E0EA-4410-40C2-9FAB-039786715382
080A693A-B13C-4C82-95AB-6E850F9A7ADF,080A693A-B13C-4C82-95AB-6E850F9A7ADF~Renal medicine ,طب الكلى,Renal medicine ,"","",135,A038E0EA-4410-40C2-9FAB-039786715382
0D69FDBD-FADE-4552-8A4F-4B2460B358D7,0D69FDBD-FADE-4552-8A4F-4B2460B358D7~Podiatry,علاج الأرجل,Podiatry,"","",136,A038E0EA-4410-40C2-9FAB-039786715382
0538520A-1B39-4549-AF25-0D330034FFDC,0538520A-1B39-4549-AF25-0D330034FFDC~Hematological Pathology,علم أمراض الدم,Hematological Pathology,"","",137,A038E0EA-4410-40C2-9FAB-039786715382
0E10DE0E-6306-4B5A-A302-5BE607DE911F,0E10DE0E-6306-4B5A-A302-5BE607DE911F~Pulmonary Pathology,علم أمراض الرئة,Pulmonary Pathology,"","",138,A038E0EA-4410-40C2-9FAB-039786715382
0AD5B2CA-6B14-48A6-91F2-0D1B0BFE4871,0AD5B2CA-6B14-48A6-91F2-0D1B0BFE4871~Oral Pathology,علم أمراض الفم,Oral Pathology,"","",139,A038E0EA-4410-40C2-9FAB-039786715382
04F0C984-5DDD-4B01-A613-45D705FE5350,04F0C984-5DDD-4B01-A613-45D705FE5350~Immunopathology,علم أمراض المناعة,Immunopathology,"","",140,A038E0EA-4410-40C2-9FAB-039786715382
07A289AF-1F6C-47EF-94FB-FA3602A7A9D8,07A289AF-1F6C-47EF-94FB-FA3602A7A9D8~Radioisotopic Pathology,علم أمراض النظائر المشعة,Radioisotopic Pathology,"","",141,A038E0EA-4410-40C2-9FAB-039786715382
80D1B14B-C650-4B57-BA20-88C599F2C592,80D1B14B-C650-4B57-BA20-88C599F2C592~Pathobiology,علم الأحياء المرضي,Pathobiology,"","",142,A038E0EA-4410-40C2-9FAB-039786715382
F7F13E91-F7A7-4811-B3E8-84A84E15731D,F7F13E91-F7A7-4811-B3E8-84A84E15731D~Neuroscience,علم الأعصاب,Neuroscience,"","",143,A038E0EA-4410-40C2-9FAB-039786715382
9EEAB88B-43D3-4F51-B68E-3D62EBCDF8C9,9EEAB88B-43D3-4F51-B68E-3D62EBCDF8C9~Pathology,علم الأمراض,Pathology,"","",144,A038E0EA-4410-40C2-9FAB-039786715382
09146BF2-0EEA-47ED-9F0E-0C830761AF07,09146BF2-0EEA-47ED-9F0E-0C830761AF07~Experimental Pathology,علم الأمراض التجريبي,Experimental Pathology,"","",145,A038E0EA-4410-40C2-9FAB-039786715382
