Id,BackendName,NameAr,NameEn,DescriptionAr,DescriptionEn,DisplayOrder,ParentId
0CD5C4C0-DAB6-472B-8F64-BD960B4E7243,Adult Literacy,محو الأمية للكبار,Adult Literacy,"","",48,0EDE5489-BDF4-4838-9C6C-4E39B0B00E06
E4515AE6-9C51-4364-BFF0-BC9FBA4EF6F7,Adult nursing,تمريض الكبار,Adult nursing,"","",49,CE505D71-B5F7-494E-AB4D-BDE190745D96
0198767C-B268-4B49-9ED6-D8CA017E4A4F,Advanced Care Paramedicine,الاسعاف والرعاية الصحية المتقدمة,Advanced Care Paramedicine,"","",50,E35FB37B-2402-4603-9776-33D0D4848B9B
388B7846-7E8E-488A-984F-C351763D0EBF,Advertising,دعاية,Advertising,"","",51,43817EFA-BADD-419E-8D15-1E388A7AB85F
DA240A4B-C6D8-4DC0-9D20-1F2332E4E235,Aerodynamics,الديناميكا الهوائية,Aerodynamics,"","",52,413C8F0F-01A1-4339-B3A5-A42C2989B803
7E3FCB59-128C-4CD6-9E3F-F186DD600703,Aeronautical and Aerospace Engineering,هندسة الطيران,Aeronautical and Aerospace Engineering,"","",55,413C8F0F-01A1-4339-B3A5-A42C2989B803
09F9EBB2-2CB9-4D05-A31C-8B5D0A2E84D4,Aeronautical and Aerospace Engineering Technology,تكنولوجيا هندسة الطيران والفضاء,Aeronautical and Aerospace Engineering Technology,"","",56,413C8F0F-01A1-4339-B3A5-A42C2989B803
0AA06DA8-8365-453C-8A08-F15809DE168A,Aeronautical and Manufacturing Engineering,هندسة الطيران والتصنيع,Aeronautical and Manufacturing Engineering,"","",57,EF4B99A8-A131-49EB-A044-14B5F227BDC9
413C8F0F-01A1-4339-B3A5-A42C2989B803,Aerospace engineering and Technology,هندسة وتكنولوجيا الفضاء الجوي,Aerospace engineering and Technology,"","",58,
04C0A29B-40D1-412D-932E-0B400E2DCE5A,Aerospace Medicine,طب الطيران,Aerospace Medicine,"","",59,8E3B4DAF-9BCE-452A-A000-81355FF7FCE3
673EFDD3-4CA1-41C5-9586-38463C8302E4,Affective neuroscience,علم الأعصاب العاطفي,Affective neuroscience,"","",60,0BA9E910-CF12-4040-B5FC-6D18F9A6D765
2E4768E6-D9EC-47B7-B965-24E9590AC78E,Affective psychology,علم النفس العاطفي,Affective psychology,"","",61,0BA9E910-CF12-4040-B5FC-6D18F9A6D765
2771C5B3-1D76-4FE2-94EE-C04F19D7B84F,African studies,الدراسات الأفريقية,African studies,"","",62,42572058-C798-4E0F-A9D2-58E3B2926C85
0BB38059-2497-41B6-9397-5BE9048CB41C,Agricultural and Horticultural Plant Breeding,تربية النباتات الزراعية والبستنة,Agricultural and Horticultural Plant Breeding,"","",63,14702637-5298-9375-6717-257512837849
0E4B13C2-1F34-4B55-A7F9-C655074835C8,Agricultural Animal Breeding,تربية الحيوانات الزراعية,Agricultural Animal Breeding,"","",64,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
09900F13-9EC3-4C23-A808-624A042F9A3B,Agricultural Business Management ,إدارة الأعمال الزراعية,Agricultural Business Management ,"","",65,6075F702-3633-401F-9F28-5B4C802FA648
4C7B8FB6-26C6-471E-B1CF-35A985CDEBE4,Agricultural economics,الاقتصاد الزراعي,Agricultural economics,"","",66,1C167EB2-E4A2-45A5-B2BF-085DB83518DA
02E93CCB-3446-409C-8226-4AF62C1372A8,Agricultural engineering,الهندسة الزراعية,Agricultural engineering,"","",67,F0986833-4BE7-4B76-91B6-356BDA766CE1
C3C8BDEE-5A86-4504-8052-30EB88E0A60B,Agricultural Engineering and Technology nec,الهندسة الزراعية والتكنولوجيا غير المصنّفة في موضع آخر,Agricultural Engineering and Technology nec,"","",68,413C8F0F-01A1-4339-B3A5-A42C2989B803
F6B0BBE8-5DB3-4344-A777-78574AEF0DB2,Agricultural geography,الجغرافيا الزراعية,Agricultural geography,"","",69,344586BA-A3D0-4075-ACC6-44E7FA38A3C7
C98CEA11-CC6C-4CCB-AEA7-CB03CE3802F2,Agricultural irrigation & drainage,الري والصرف الزراعي,Agricultural irrigation & drainage,"","",70,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
42D729E2-664C-4D1F-B713-68C0EC374F91,Agricultural machinery,الآلات الزراعية,Agricultural machinery,"","",71,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
0BD6CAFD-EAC2-4B89-9FC9-109A02FBC5B9,Agricultural Mechanization,الميكنة الزراعية,Agricultural Mechanization,"","",72,EF4B99A8-A131-49EB-A044-14B5F227BDC9
D5EDC503-3520-44CB-BA86-0A36FA2A5C50,Agricultural pests & diseases,الآفات والأمراض الزراعية,Agricultural pests & diseases,"","",73,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
60E28C15-735C-438C-954A-1704212F3EC0,Agricultural technology,التكنولوجيا الزراعية,Agricultural technology,"","",74,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
0E6C1D7C-28F5-4922-820E-D2340DBA6275,"Agricultural,Biological Engineering and Bioengineering.",الهندسة الزراعية والبيولوجية والهندسة الحيوية,"Agricultural,Biological Engineering and Bioengineering.","","",75,EF4B99A8-A131-49EB-A044-14B5F227BDC9
9D89556F-9EE5-4D31-9883-6A16F8EF09DE,Agriculture,زراعة,Agriculture,"","",76,
35414A94-4DEB-4C0E-BFCC-7F69C0C65EA9,Agriculture,زراعة,Agriculture,"","",77,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
08B37522-9EA6-4D1C-8D84-596C03C7F5A9,Agriculture and Forestry,الزراعة والغابات,Agriculture and Forestry,"","",78,EF4B99A8-A131-49EB-A044-14B5F227BDC9
014DCAF1-B013-4DA9-9585-701FAA6F3DAB,Air combat engineering,هندسة القتال الجوي,Air combat engineering,"","",79,413C8F0F-01A1-4339-B3A5-A42C2989B803
2DF4978B-109D-4DFA-BC94-719CDA70B4A4,Air Force Studies,دراسات القوة الجوية,Air Force Studies,"","",80,605F0873-4D76-4FC5-A357-FE7C18869824
D42008B1-8714-4397-BD1A-682588D11A29,Air freight transport engineering,هندسة النقل الجوي,Air freight transport engineering,"","",81,413C8F0F-01A1-4339-B3A5-A42C2989B803
242715B8-755E-4C91-AF1A-09D603CEB081,Air passenger transport engineering,هندسة نقل الركاب الجوي,Air passenger transport engineering,"","",82,413C8F0F-01A1-4339-B3A5-A42C2989B803
C3283C2C-0168-4DB3-8599-F67A7506D835,Air Science,علوم الهواء,Air Science,"","",83,413C8F0F-01A1-4339-B3A5-A42C2989B803
43DCEFCA-0EBD-4519-86F2-E496AE0605AD,Air Traffic Control,مراقبة الحركة الجوية,Air Traffic Control,"","",84,413C8F0F-01A1-4339-B3A5-A42C2989B803
2B7A0FA8-B990-49EE-8E52-A94259B23589,Air travel,السفر الجوي,Air travel,"","",85,96D55527-8E7C-4FB8-8487-F27A5DAC0FAD
791A0EFA-D2C8-4D9F-8ECC-76E7C8DDF555,Aircraft Maintenance Engineering,هندسة صيانة الطائرات,Aircraft Maintenance Engineering,"","",86,413C8F0F-01A1-4339-B3A5-A42C2989B803
003F07E8-16FF-4151-9C33-0E13091646B0,Aircraft MainteNULLce Technology,تكنولوجيا صيانة الطائرات,Aircraft MainteNULLce Technology,"","",87,413C8F0F-01A1-4339-B3A5-A42C2989B803
DCD80BCE-50A3-4D3B-A209-38E78D06DAFF,Aircraft Operation,تشغيل الطائرات,Aircraft Operation,"","",88,413C8F0F-01A1-4339-B3A5-A42C2989B803
E388214F-5933-4E2A-A91F-67D629D7BA38,Airport Operations,عمليات المطار,Airport Operations,"","",89,96D55527-8E7C-4FB8-8487-F27A5DAC0FAD
0EAF0B85-612C-4A82-85CD-5E4D00C675CF,Airport Security,أمن المطارات,Airport Security,"","",90,53068239-3437-9508-3860-820022132875
068A37FF-FBEC-4EAD-B7EA-28420F1BD314,Albanian Language,اللغة الألبانية,Albanian Language,"","",91,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA
070A454B-4140-4472-94C0-25BC0C170B3E,Allergies and Immunology,علم المناعة والحساسية,Allergies and Immunology,"","",92,9234841C-6F26-4470-963E-8594BC2CF961
005B3759-BDCB-4824-B312-EB8505C80A8F,"Allied Health Diagnostic, Intervention, and Treatment Professions",مهن التشخيص والتدخل والعلاج الصحية المساندة,"Allied Health Diagnostic, Intervention, and Treatment Professions","","",93,E35FB37B-2402-4603-9776-33D0D4848B9B
0A5A8B6E-5C35-49A4-9159-1FF9CD394A22,Alternative medicine & therapies,الطب البديل والعلاجات,Alternative medicine & therapies,"","",94,B2B987EF-278C-4E27-AC79-6AAD152BF4DF
2EFAE6B8-1F8F-4363-8588-F205E9F00CAF,Amenity horticulture,البستنة الراحة,Amenity horticulture,"","",95,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
042A98F6-7165-4DD6-8547-20AA0FA9DFDF,American Sign Language,لغة الإشارة الأمريكية,American Sign Language,"","",96,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA
0EBD288A-727E-4FC5-8AB5-FE6E070649F3,American Studies,الدراسات الأمريكية,American Studies,"","",97,97EA1354-7504-4C00-B170-E993193B678E
8821C7D5-DE9B-40DD-8BBB-4E81E4706B26,Anaesthesiology,التخدير,Anaesthesiology,"","",98,8E3B4DAF-9BCE-452A-A000-81355FF7FCE3
AF33D46B-EE27-46AF-A23B-8CC8AF3ED428,Analogue circuit engineering,هندسة الدوائر التناظرية,Analogue circuit engineering,"","",99,5E0CFB10-3F40-44DE-BB4B-DBCCEF779F34
08E91D1E-1379-42DC-91E4-2CFA0A838586,Analysis and Functional Analysis.,التحليل الوظيفي,Analysis and Functional Analysis.,"","",100,FDD8F156-4D12-4C75-8683-57C918C454F1
DCFCD664-F2BD-46CD-AD6B-7F0318C18ECD,Analytical chemistry,الكيمياء التحليلية,Analytical chemistry,"","",101,B1BDE659-5A76-41D5-A0C6-4A2FB34444A2
8E828BBD-85A8-4BB5-8D32-B84E392B3E1A,Anarchism,الأناركية,Anarchism,"","",102,C3022B9C-4CFB-4E3E-AFE6-897C73A1036E
4B63D4D8-6B94-4519-81AF-A56B42A1E559,Anatomy,تشريح,Anatomy,"","",103,A038E0EA-4410-40C2-9FAB-039786715382
2B299E15-CA5A-4E85-B804-CE0AFDD8D3D1,"Anatomy, physiology & pathology",التشريح وعلم وظائف الأعضاء وعلم الأمراض,"Anatomy, physiology & pathology","","",104,A038E0EA-4410-40C2-9FAB-039786715382
A038E0EA-4410-40C2-9FAB-039786715382,"Anatomy, physiology & pathology",التشريح وعلم وظائف الأعضاء وعلم الأمراض,"Anatomy, physiology & pathology","","",105,
3189EE7F-342E-44B3-98CF-B8F8BB938BC7,Ancient history,التاريخ القديم,Ancient history,"","",106,BDE37404-BF32-4148-B8C6-CB6DCDF96EE9
0F0CC72C-A707-4A4D-899E-555C09AE478F,Ancient Studiesand Civilization,الدراسات القديمة والحضارة,Ancient Studiesand Civilization,"","",107,53068239-3437-9508-3860-820022132875
0E621EF4-B08E-40C8-B044-B71A09C91978,Anesthesia Technician,فني التخدير,Anesthesia Technician,"","",108,8E3B4DAF-9BCE-452A-A000-81355FF7FCE3
597541FC-370C-4EAD-A531-C6B7935B2D62,Animal anatomy,تشريح الحيوان,Animal anatomy,"","",109,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
7ECCDA63-06D8-41DB-888F-A00F70617317,Animal biotechnology,التكنولوجيا الحيوية الحيوانية,Animal biotechnology,"","",110,A307014E-4A8E-4468-9DFE-8A70904F8FC1
B3885242-2775-4E79-97C8-E6C2ED9247BC,Animal health,صحة الحيوان,Animal health,"","",111,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
56099B90-7D9D-4F73-BC81-C1761CDFD0D2,Animal nutrition,تغذية الحيوان,Animal nutrition,"","",112,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
F0FABEC8-E916-4B77-ABDF-E9E6E30A68AA,Animal pathology,أمراض الحيوان,Animal pathology,"","",113,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
AA6A1202-D06C-40FE-850A-F93A82F0F563,Animal pharmacology,صيدلة الحيوان,Animal pharmacology,"","",114,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
FF76DF34-7646-46C2-B5AA-AB5278EBA593,Animal pharmacy,صيدلية الحيوان,Animal pharmacy,"","",115,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
92E72CC1-3665-4A39-B675-298FA23C2E69,Animal physiology,فسيولوجيا الحيوان,Animal physiology,"","",116,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
1AA14C84-66F5-4966-8FBE-D6258FDA47AA,Animal psychology,علم نفس الحيوان,Animal psychology,"","",117,0BA9E910-CF12-4040-B5FC-6D18F9A6D765
44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007,Animal science,علم الحيوان,Animal science,"","",118,
EE8EC894-ACAD-4FAC-B03A-5464C4C17857,Animal science,علم الحيوان,Animal science,"","",119,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
B67916AF-7ACD-4E80-BB41-FCADE462366F,Animal toxicology,علم السموم الحيوانية,Animal toxicology,"","",120,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
056AB847-F84C-4010-8D68-6C250388FAC3,Animal Training,تدريب الحيوان,Animal Training,"","",121,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
BB9B5393-1819-4289-819F-42D0F0DEF81B,Animal welfare,الرفق بالحيوان,Animal welfare,"","",122,44AF3AB9-7B6D-4DB3-BC97-5655FA0FC007
8F97D0E5-444F-491E-875A-59BBF69F217C,Animation techniques,تقنيات الرسوم المتحركة,Animation techniques,"","",123,6569B223-81EB-4A45-B60D-7875E6019300
8BA3A372-95A9-4557-A027-4287786682DF,Anthropology,الأنثروبولوجيا,Anthropology,"","",124,DDFBE911-31BD-4240-984F-282B08516D24
DDFBE911-31BD-4240-984F-282B08516D24,Anthropology,الأنثروبولوجيا,Anthropology,"","",125,
0FF6073A-B905-4193-BBA8-D04B0BBEFC17,Anthropology and International Development,الأنثروبولوجيا والتنمية الدولية,Anthropology and International Development,"","",126,53068239-3437-9508-3860-820022132875
05EC6027-BD99-4485-9145-D29D02E07612,Appliance Installation and Repair Technology,تكنولوجيا تركيب وإصلاح الأجهزة,Appliance Installation and Repair Technology,"","",127,1445B371-EACD-45A1-8ACA-2318DF9F9893
097EFFA9-A647-4EF9-AA22-D2CF0F0C213A,Applied Anatomy,التشريح التطبيقي,Applied Anatomy,"","",128,A038E0EA-4410-40C2-9FAB-039786715382
0925E354-0BA0-442E-AD8B-4BAF46857582,Applied biological sciences,العلوم البيولوجية التطبيقية,Applied biological sciences,"","",129,FA47FBE8-D331-427A-97DB-DC122FCD9BDA
6232AC33-EEE3-4351-BCFB-F47D5DF867B2,Applied biology,علم الأحياء التطبيقي,Applied biology,"","",130,BAE3B5D3-F58F-4607-A5FB-49ABD245282E
20804D61-0778-4C18-94D5-931664895269,Applied botany,علم النبات التطبيقي,Applied botany,"","",131,114C82E2-3F3A-4B10-97B8-7EFFD801A55F
F8E6512C-2ABC-4F5E-9F51-3B82DF81783A,Applied cell biology,بيولوجيا الخلية التطبيقية,Applied cell biology,"","",132,BAE3B5D3-F58F-4607-A5FB-49ABD245282E
DA1CFCAF-F322-43B1-8EE7-0A1A570A0B56,Applied chemistry,الكيمياء التطبيقية,Applied chemistry,"","",133,B1BDE659-5A76-41D5-A0C6-4A2FB34444A2
7DD142EA-C91D-4059-8462-96E1D2B13EB7,Applied criminology,علم الجريمة التطبيقي,Applied criminology,"","",134,97EA1354-7504-4C00-B170-E993193B678E
770E81DA-469D-406E-8AD9-ED633D28E657,Applied economics,الاقتصاد التطبيقي,Applied economics,"","",135,1C167EB2-E4A2-45A5-B2BF-085DB83518DA
3F88ACF7-71A0-465B-AC68-B48DEFBF251E,Applied engineering,الهندسة التطبيقية,Applied engineering,"","",136,F0986833-4BE7-4B76-91B6-356BDA766CE1
ECD4ABD8-549B-4476-B9B5-4652885D1C6B,Applied environmental sciences,العلوم البيئية التطبيقية,Applied environmental sciences,"","",137,F0D691B4-D2C4-433E-A45D-BAF5B1D1A9AE
09DBECD1-686D-44F8-A488-0E2B0F74185C,Applied Ethics,الأخلاقيات التطبيقية,Applied Ethics,"","",138,AF7BBC76-E253-457C-931F-1E6AD491DE55
D356810C-5BE2-46D7-A7CD-7196C48F55AE,Applied genetics,الوراثة التطبيقية,Applied genetics,"","",139,52BC99F6-76CC-4C90-9A98-4603E9DF2FF1
0DCEDA7E-A5CF-4CF1-8194-A4DF07676A06,Applied Geography and Geographic Information Systems,الجغرافيا التطبيقية ونظم المعلومات الجغرافية,Applied Geography and Geographic Information Systems,"","",140,53068239-3437-9508-3860-820022132875
89363DDA-DB6E-4784-89DC-ABC1875F911E,Applied geology,الجيولوجيا التطبيقية,Applied geology,"","",141,3A626880-24E5-4381-96E7-BFC68C0637E9
06992D25-9F1D-4452-86DA-0E63090E4960,Applied Horticulture,البستنة التطبيقية,Applied Horticulture,"","",142,EFE759D4-60B8-4FC8-AEC6-F25147373EC1
57736009-47FE-48C7-911D-6022FFDDD13E,Applied linguistics,اللغويات التطبيقية,Applied linguistics,"","",143,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA
61E9BDFE-6BF4-4B0C-BF48-C6891EB698C0,Applied mathematics,الرياضيات التطبيقية,Applied mathematics,"","",144,FDD8F156-4D12-4C75-8683-57C918C454F1
251B0B5F-9CC4-4979-ABE5-CFB4CAB63838,Applied metallurgy,علم المعادن التطبيقية,Applied metallurgy,"","",145,9ADB06D0-05C3-4C11-9CC1-41ABE36205E7
76E21FBC-D3D8-4CBD-A0B4-E3A98184BD84,Applied microbiology,علم الأحياء الدقيقة التطبيقي,Applied microbiology,"","",146,9234841C-6F26-4470-963E-8594BC2CF961
5AEB6634-E8D5-4F5C-93C6-1E877A0328A6,"Applied molecular biology, biophysics & biochemistry",البيولوجيا الجزيئية التطبيقية والفيزياء الحيوية والكيمياء الحيوية,"Applied molecular biology, biophysics & biochemistry","","",147,D697718A-D4C8-4388-9FFD-CEEFEF2C9572
C7F4B55F-9ED4-475F-8E5C-5D43124C6D53,Applied physics,الفيزياء التطبيقية,Applied physics,"","",148,79BED130-E352-4C2F-A2AB-DFC8239151C0
4FDA6BE6-5A2F-4522-96B8-80938D571377,Applied psychology,علم النفس التطبيقي,Applied psychology,"","",149,0BA9E910-CF12-4040-B5FC-6D18F9A6D765
288F509D-C399-4174-868E-B37CDDBD1412,Applied sociology,علم الاجتماع التطبيقي,Applied sociology,"","",150,97EA1354-7504-4C00-B170-E993193B678E
A65355D4-2216-45F0-ACD7-85EE1AB79209,Applied statistics,الإحصائيات التطبيقية,Applied statistics,"","",152,E0DDB537-F0A8-4F65-88E5-EDE72D109AEC
0EE5D215-0401-4238-8322-BCD10DAEC9C6,Applied telecommunications and network engineering ,هندسة الاتصالات التطبيقية والشبكات,Applied telecommunications and network engineering ,"","",153,5E0CFB10-3F40-44DE-BB4B-DBCCEF779F34
8A9EB77D-328E-4444-BCD8-1E5FB00742F6,Aquaculture,تربية الأحياء المائية,Aquaculture,"","",154,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
09C02005-B88C-47AF-BEA6-51620714D448,Arab World Studies ,دراسات العالم العربي,Arab World Studies ,"","",155,97EA1354-7504-4C00-B170-E993193B678E
DB4B485F-F7D7-4D2C-8064-9E8D715A8CC7,Arabic Lanuage,اللغة العربية,Arabic Lanuage,"","",156,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA
0FC1274E-E7E5-4927-9722-DE6C38279A61,Arabic Linguistics,اللغويات العربية,Arabic Linguistics,"","",157,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA
585D9CD7-0321-49E4-A129-D8BFF57AC199,Arabic literature,الأدب العربي,Arabic literature,"","",158,A49540BA-CF94-4C4F-ACBA-2CFF003B6DFA
7CEDAE34-154E-4A0E-A780-E386B065BAB1,Arable & fruit farming,زراعة الأراضي الصالحة للزراعة والفواكه,Arable & fruit farming,"","",159,9D89556F-9EE5-4D31-9883-6A16F8EF09DE
3775574C-8A24-4FF9-BE08-0D99CB4DDF18,Archaeological science,علم الآثار,Archaeological science,"","",160,2E16E0DA-608E-4B96-B9D7-B000923DF19C
0703B120-5657-49CB-B151-01AC0A220FEB,Archaeology and Anthropology,علم الآثار والأنثروبولوجيا,Archaeology and Anthropology,"","",162,53068239-3437-9508-3860-820022132875
0B5940F4-CE2D-4B0B-9337-60FF013A1A64,Architectural design,التصميم المعماري,Architectural design,"","",163,91E66B15-E39A-4A1C-B74B-357EA365F7AC
A1A528C1-F60B-446A-B415-1B3A3F22321F,Architectural design theory,نظرية التصميم المعماري,Architectural design theory,"","",164,91E66B15-E39A-4A1C-B74B-357EA365F7AC
9C292C88-56E6-4CBF-AB87-0C2749B064EC,Architectural Engineering,الهندسة المعمارية,Architectural Engineering,"","",165,7AC72166-ABD1-47B7-88C5-BC63F6C17435
7AC72166-ABD1-47B7-88C5-BC63F6C17435,Architectural Engineering,الهندسة المعمارية,Architectural Engineering,"","",166,
07F651CF-EBFC-4C81-A196-85CD04EC031F,Architectural Engineering Technology,تكنولوجيا الهندسة المعمارية,Architectural Engineering Technology,"","",167,7AC72166-ABD1-47B7-88C5-BC63F6C17435
0A134DC5-6D95-44E4-B80E-1F0F02F5CDF5,Architectural Environment Engineering   ,هندسة البيئة المعمارية,Architectural Environment Engineering   ,"","",168,EF4B99A8-A131-49EB-A044-14B5F227BDC9
09EE9990-0221-49ED-9E9B-D0890DEA826F,Architectural History,التاريخ المعماري,Architectural History,"","",170,BDE37404-BF32-4148-B8C6-CB6DCDF96EE9
A542AB6E-1952-4C1A-A135-9ECB92438ED2,Architectural technology,التكنولوجيا المعمارية,Architectural technology,"","",171,91E66B15-E39A-4A1C-B74B-357EA365F7AC
05CB5731-6986-460B-A43B-0D130D9AD5EE,Architectural Technology and Design  ,التكنولوجيا المعمارية والتصميم,Architectural Technology and Design  ,"","",172,EF4B99A8-A131-49EB-A044-14B5F227BDC9
91E66B15-E39A-4A1C-B74B-357EA365F7AC,Architecture,بنيان,Architecture,"","",173,
7FC76622-7AB7-426D-9523-F622EC6F7215,Architecture,بنيان,Architecture,"","",174,91E66B15-E39A-4A1C-B74B-357EA365F7AC
F1AF13DD-B3E1-4BE3-A0B2-24617C27936A,Architecture and Urban Planning,الهندسة المعمارية والتخطيط الحضري,Architecture and Urban Planning,"","",175,EF4B99A8-A131-49EB-A044-14B5F227BDC9
06FB6F06-8EBE-4A66-A60C-134F04D20697,"Architecture, Urbanism and Building Sciences ",العمارة والعمران وعلوم البناء,"Architecture, Urbanism and Building Sciences ","","",176,EF4B99A8-A131-49EB-A044-14B5F227BDC9
612F46C6-6246-41B3-A4B3-FBA4FF5B1972,Archive studies,أرشفة الدراسات,Archive studies,"","",177,FC71437F-9178-4500-8DD9-4D416565B168
046B2AB8-096C-435D-8096-7836080B9720,Area Studies,دراسة المنطقة,Area Studies,"","",178,97EA1354-7504-4C00-B170-E993193B678E
5422C29F-B16E-48CA-8D73-B1EC31A60CA6,Army Studies,دراسات الجيش,Army Studies,"","",179,605F0873-4D76-4FC5-A357-FE7C18869824
39342B8D-D13B-418A-B3F3-FC67F47FF80A,Aromatherapy,العلاج بالروائح,Aromatherapy,"","",180,B2B987EF-278C-4E27-AC79-6AAD152BF4DF
0477C96C-DE88-4EFE-BAFB-CA0D03F7B164,Art Education,تربية فنية,Art Education,"","",181,6CB67E60-E96A-4EF1-85E6-FBFDCA9460E9
C6F2E677-90AA-407B-9735-8FBDFA294CDD,Artificial intelligence,الذكاء الاصطناعي,Artificial intelligence,"","",182,
CFC86EDD-5AFD-49ED-B6D9-6A9814054B1F,Artificial intelligence,الذكاء الاصطناعي,Artificial intelligence,"","",183,C6F2E677-90AA-407B-9735-8FBDFA294CDD
